cod_cim,matched_symptoms
W70449009,['medicamente de scadere a glucozei din sang']
W70449010,['medicamente de scadere a glucozei din sang']
W70449011,['medicamente de scadere a glucozei din sang']
W70449012,['medicamente de scadere a glucozei din sang']
W70449013,['medicamente de scadere a glucozei din sang']
W70449014,['medicamente de scadere a glucozei din sang']
W70449015,['medicamente de scadere a glucozei din sang']
W70449016,['medicamente de scadere a glucozei din sang']
W69181001,['analogi ai glp-1 combinatii de antidiabetice orale']
W69181002,['analogi ai glp-1 combinatii de antidiabetice orale']
W69181003,['analogi ai glp-1 combinatii de antidiabetice orale']
W69181004,['analogi ai glp-1 combinatii de antidiabetice orale']
W69180001,['analogi ai glp-1 combinatii de antidiabetice orale']
W69180002,['analogi ai glp-1 combinatii de antidiabetice orale']
W69180003,['analogi ai glp-1 combinatii de antidiabetice orale']
W69180004,['analogi ai glp-1 combinatii de antidiabetice orale']
W69583001,['imunosupresoare alte imunosupresoare']
W69583002,['imunosupresoare alte imunosupresoare']
W69582001,['imunosupresoare alte imunosupresoare']
W66596001,['produse pt. trat. acneei de uz topic alte produse de uz topic pt. trat. acneei']
W66596002,['produse pt. trat. acneei de uz topic alte produse de uz topic pt. trat. acneei']
W66596003,['produse pt. trat. acneei de uz topic alte produse de uz topic pt. trat. acneei']
W66597001,['produse pt. trat. acneei de uz topic alte produse de uz topic pt. trat. acneei']
W59032001,['combinatii de inhibitori a.c.e. inhibitori ai e.c.a. si diuretice']
W63725001,[]
W63725002,[]
W63725003,[]
W63725004,[]
W63725005,[]
W63725006,[]
W63725007,[]
W63725008,[]
W63725009,[]
W63725010,[]
W63725011,[]
W63725012,[]
W63725013,[]
W63725014,[]
W63725015,[]
W63725016,[]
W63725017,[]
W63725018,[]
W63725019,[]
W63725020,[]
W63725021,[]
W63725022,[]
W63725023,[]
W63725024,[]
W63725025,[]
W63725026,[]
W63725027,[]
W65395001,[]
W65395002,[]
W65395003,[]
W65395004,[]
W65395005,[]
W65395006,[]
W65395007,[]
W65395008,[]
W70872001,['alte med. pentru sistemul nervos alte medicamente cu actiune asupra sistemului nervos']
W67699001,['imunosupresoare inhibitori de interleukina']
W67700001,['imunosupresoare inhibitori de interleukina']
W70468001,['imunosupresoare inhibitori de interleukina']
W69349001,['imunosupresoare inhibitori de interleukina']
W69348001,['imunosupresoare inhibitori de interleukina']
W66053001,['imunosupresoare inhibitori de interleukina']
W70274001,['hormoni ai lobului hipofizar anterior hormon somatotrop si agonisti ai acestuia']
W70275001,['hormoni ai lobului hipofizar anterior hormon somatotrop si agonisti ai acestuia']
W70267001,['hormoni ai lobului hipofizar anterior hormon somatotrop si agonisti ai acestuia']
W70268001,['hormoni ai lobului hipofizar anterior hormon somatotrop si agonisti ai acestuia']
W70269001,['hormoni ai lobului hipofizar anterior hormon somatotrop si agonisti ai acestuia']
W70270001,['hormoni ai lobului hipofizar anterior hormon somatotrop si agonisti ai acestuia']
W70271001,['hormoni ai lobului hipofizar anterior hormon somatotrop si agonisti ai acestuia']
W70272001,['hormoni ai lobului hipofizar anterior hormon somatotrop si agonisti ai acestuia']
W70273001,['hormoni ai lobului hipofizar anterior hormon somatotrop si agonisti ai acestuia']
W59851001,['antiinflamatoare si antireumatice nesteroidiene alte antiinflamatoare  / antireumatice - nesteroidiene']
W59851002,['antiinflamatoare si antireumatice nesteroidiene alte antiinflamatoare  / antireumatice - nesteroidiene']
W59851003,['antiinflamatoare si antireumatice nesteroidiene alte antiinflamatoare  / antireumatice - nesteroidiene']
W59851004,['antiinflamatoare si antireumatice nesteroidiene alte antiinflamatoare  / antireumatice - nesteroidiene']
W59851005,['antiinflamatoare si antireumatice nesteroidiene alte antiinflamatoare  / antireumatice - nesteroidiene']
W59851006,['antiinflamatoare si antireumatice nesteroidiene alte antiinflamatoare  / antireumatice - nesteroidiene']
W59851007,['antiinflamatoare si antireumatice nesteroidiene alte antiinflamatoare  / antireumatice - nesteroidiene']
W59851008,['antiinflamatoare si antireumatice nesteroidiene alte antiinflamatoare  / antireumatice - nesteroidiene']
W59851009,['antiinflamatoare si antireumatice nesteroidiene alte antiinflamatoare  / antireumatice - nesteroidiene']
W59851010,['antiinflamatoare si antireumatice nesteroidiene alte antiinflamatoare  / antireumatice - nesteroidiene']
W59851011,['antiinflamatoare si antireumatice nesteroidiene alte antiinflamatoare  / antireumatice - nesteroidiene']
W71195002,['adsorbante intestinale alte adsorbante intestinale']
W71195003,['adsorbante intestinale alte adsorbante intestinale']
W59992009,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W59992010,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W59992011,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W59992012,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W59992013,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W59992014,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W59992015,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W59992016,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W59992017,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W59992018,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W59993009,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W59993010,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W59993011,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W59993012,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W59993013,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W59993014,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W59993015,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W59993016,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W59993017,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W59993018,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W64060001,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W64060006,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W64060002,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W64060007,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W64060003,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W64060008,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W64060004,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W64060009,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W64060005,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W64060010,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W64066001,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W64066006,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W64066002,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W64066007,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W64066003,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W64066008,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W64066004,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W64066009,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W64066005,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W64066010,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W65850001,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W65850002,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W65850003,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W65850004,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W65850005,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W65850006,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W65850007,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W65850008,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W68694001,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W68694002,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W68694003,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W68694004,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W68694005,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W68694006,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W68694007,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W68694008,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W53861007,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W53861006,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W53861009,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W53861010,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W53861011,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W53861008,['solutii pentru administrare intravenoasa solutii pentru alimentatie parenterala']
W42573001,['solutii pentru administrare intravenoasa solutii pentru nutritie parenterala']
W42573002,['solutii pentru administrare intravenoasa solutii pentru nutritie parenterala']
W42573003,['solutii pentru administrare intravenoasa solutii pentru nutritie parenterala']
W63667001,['decongestionante  si alte medicamente nazale de uz  topic simpatomimetice']
W63667002,['decongestionante  si alte medicamente nazale de uz  topic simpatomimetice']
W63667003,['decongestionante  si alte medicamente nazale de uz  topic simpatomimetice']
W63667004,['decongestionante  si alte medicamente nazale de uz  topic simpatomimetice']
W63668001,['decongestionante  si alte medicamente nazale de uz  topic simpatomimetice']
W63668002,['decongestionante  si alte medicamente nazale de uz  topic simpatomimetice']
W63668003,['decongestionante  si alte medicamente nazale de uz  topic simpatomimetice']
W63668004,['decongestionante  si alte medicamente nazale de uz  topic simpatomimetice']
W60569001,['agenti betablocanti betablocante selective']
W60569002,['agenti betablocanti betablocante selective']
W60569003,['agenti betablocanti betablocante selective']
W60569004,['agenti betablocanti betablocante selective']
W60569005,['agenti betablocanti betablocante selective']
W60569006,['agenti betablocanti betablocante selective']
W60569007,['agenti betablocanti betablocante selective']
W60569008,['agenti betablocanti betablocante selective']
W60569009,['agenti betablocanti betablocante selective']
W60569010,['agenti betablocanti betablocante selective']
W60567001,['agenti betablocanti betablocante selective']
W60567002,['agenti betablocanti betablocante selective']
W60567003,['agenti betablocanti betablocante selective']
W60567004,['agenti betablocanti betablocante selective']
W60567005,['agenti betablocanti betablocante selective']
W60567006,['agenti betablocanti betablocante selective']
W60567007,['agenti betablocanti betablocante selective']
W60567008,['agenti betablocanti betablocante selective']
W60567009,['agenti betablocanti betablocante selective']
W60567010,['agenti betablocanti betablocante selective']
W60568001,['agenti betablocanti betablocante selective']
W60568002,['agenti betablocanti betablocante selective']
W60568003,['agenti betablocanti betablocante selective']
W60568004,['agenti betablocanti betablocante selective']
W60568005,['agenti betablocanti betablocante selective']
W60568006,['agenti betablocanti betablocante selective']
W60568007,['agenti betablocanti betablocante selective']
W60568008,['agenti betablocanti betablocante selective']
W60568009,['agenti betablocanti betablocante selective']
W60568010,['agenti betablocanti betablocante selective']
W61197001,[]
W61197002,[]
W61197003,[]
W61197004,[]
W61197005,[]
W61197006,[]
W61196001,[]
W61196002,[]
W61196003,[]
W61196004,[]
W61196005,[]
W61196006,[]
W61195001,[]
W61195002,[]
W61195003,[]
W61195004,[]
W61195005,[]
W61195006,[]
W61194001,[]
W61194002,[]
W61194003,[]
W61194004,[]
W61194005,[]
W61194006,[]
W65847001,['anestezice generale anestezice opioide']
W65847003,['anestezice generale anestezice opioide']
W65848001,['anestezice generale anestezice opioide']
W65848003,['anestezice generale anestezice opioide']
W63752001,['antiinflamatoare corticosteroizi']
W63752002,['antiinflamatoare corticosteroizi']
W63752003,['antiinflamatoare corticosteroizi']
W63752004,['antiinflamatoare corticosteroizi']
W69324001,['antiinfectioase (excl. combinatii cu corticosteroizi) alte antiinfectioase si antiseptice']
W69324002,['antiinfectioase (excl. combinatii cu corticosteroizi) alte antiinfectioase si antiseptice']
